,Id,MSSubClass,MSZoning,Street,LotShape,Utilities,HouseStyle,OverallQual,OverallCond,RoofStyle,ExterCond,Foundation,BsmtCond,GarageCars,Fence,SaleType,SaleCondition,SalePrice
690,691,120,RM,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,141000
691,692,60,RL,Pave,IR1,AllPub,2Story,10,6,Gable,TA,PConc,TA,3,None,WD,Normal,755000
692,693,60,RL,Pave,IR1,AllPub,2Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,335000
693,694,30,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,BrkTil,TA,1,None,WD,Abnorml,108480
694,695,50,RM,Pave,Reg,AllPub,1.5Fin,5,6,Gable,Fa,BrkTil,TA,2,MnPrv,WD,Normal,141500
695,696,20,RL,Pave,IR1,AllPub,1Story,6,6,Gable,TA,CBlock,Gd,2,None,WD,Normal,176000
696,697,30,RM,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal,89000
697,698,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,TA,PConc,Gd,1,None,WD,Normal,123500
698,699,20,RL,Pave,Reg,AllPub,1Story,5,8,Gable,Gd,CBlock,TA,1,MnPrv,WD,Normal,138500
699,700,120,FV,Pave,IR2,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,196000
700,701,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal,312500
701,702,20,RL,Pave,Reg,AllPub,1Story,7,5,Hip,TA,CBlock,TA,2,None,COD,Normal,140000
702,703,60,RL,Pave,IR1,AllPub,2Story,8,5,Hip,TA,PConc,Gd,3,None,New,Partial,361919
703,704,190,RM,Pave,Reg,AllPub,2Story,5,9,Gable,Gd,BrkTil,TA,2,MnPrv,WD,Normal,140000
704,705,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,213000
705,706,190,RM,Pave,Reg,AllPub,2Story,4,5,Hip,Fa,Slab,None,0,None,WD,Normal,55000
706,707,20,RL,Pave,IR2,AllPub,1Story,7,5,Gable,TA,CBlock,TA,2,None,WD,Normal,302000
707,708,120,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal,254000
708,709,60,RL,Pave,IR1,AllPub,2Story,7,5,Hip,TA,PConc,TA,2,None,New,Partial,179540
709,710,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,TA,PConc,TA,1,MnPrv,WD,Abnorml,109900
710,711,30,RL,Pave,IR1,AllPub,1Story,3,6,Gable,TA,CBlock,TA,0,None,WD,Normal,52000
711,712,50,C (all),Pave,Reg,AllPub,1.5Fin,4,7,Gable,TA,Stone,TA,1,None,WD,Abnorml,102776
712,713,120,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,189000
713,714,190,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,CBlock,TA,2,None,WD,Normal,129000
714,715,60,RL,Pave,IR1,AllPub,2Story,6,8,Gable,TA,CBlock,TA,2,None,WD,Normal,130500
715,716,20,RL,Pave,Reg,AllPub,1Story,6,5,Hip,TA,CBlock,TA,2,MnPrv,WD,Normal,165000
716,717,70,RM,Pave,Reg,AllPub,2Story,7,8,Gable,Gd,BrkTil,TA,2,None,WD,Normal,159500
717,718,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,157000
718,719,60,RL,Pave,Reg,AllPub,2Story,7,5,Hip,TA,PConc,TA,3,None,WD,Normal,341000
719,720,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,None,WD,Normal,128500
720,721,120,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,275000
721,722,120,RM,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,143000
722,723,20,RL,Pave,Reg,AllPub,1Story,4,7,Gable,Gd,CBlock,TA,2,None,WD,Normal,124500
723,724,50,RL,Pave,Reg,AllPub,1.5Fin,4,6,Gable,TA,PConc,TA,1,None,WD,Normal,135000
724,725,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal,320000
725,726,20,RL,Pave,Reg,AllPub,1Story,4,6,Gable,TA,CBlock,TA,2,None,WD,Normal,120500
726,727,20,RL,Pave,IR1,AllPub,1Story,6,9,Hip,Gd,CBlock,TA,2,None,WD,Normal,222000
727,728,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,194500
728,729,90,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,3,None,COD,Abnorml,110000
729,730,30,RM,Pave,Reg,AllPub,1.5Fin,4,5,Gable,TA,CBlock,TA,2,None,WD,Normal,103000
730,731,120,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,236500
731,732,80,RL,Pave,IR1,AllPub,SLvl,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,187500
732,733,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,222500
733,734,20,RL,Pave,Reg,AllPub,1Story,5,6,Hip,TA,CBlock,TA,1,GdWo,WD,Normal,131400
734,735,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,PConc,TA,1,None,WD,Family,108000
735,736,75,RM,Pave,Reg,AllPub,2.5Unf,7,7,Gable,TA,BrkTil,TA,2,None,WD,Normal,163000
736,737,90,RL,Pave,Reg,AllPub,1Story,3,4,Gable,TA,CBlock,None,2,None,WD,Normal,93500
737,738,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,239900
738,739,90,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,Gd,0,None,WD,Alloca,179000
739,740,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,190000
740,741,70,RM,Pave,Reg,AllPub,2Story,5,7,Gable,Gd,BrkTil,Fa,2,GdPrv,WD,Abnorml,132000
741,742,20,RL,Pave,IR1,AllPub,1Story,6,8,Hip,Gd,CBlock,TA,1,GdPrv,WD,Normal,142000
742,743,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,GdPrv,WD,Normal,179000
743,744,80,RL,Pave,IR1,AllPub,SLvl,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal,175000
744,745,120,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,180000
745,746,60,RL,Pave,IR1,AllPub,2Story,8,9,Hip,Gd,CBlock,Gd,2,None,WD,Normal,299800
746,747,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,236000
747,748,70,RM,Pave,IR1,AllPub,2Story,7,7,Mansard,TA,Stone,Fa,4,None,WD,Normal,265979
748,749,20,RL,Pave,IR1,AllPub,1Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,260400
749,750,50,RL,Pave,Reg,AllPub,1.5Fin,4,3,Gable,TA,Slab,None,1,None,WD,Normal,98000
750,751,50,RM,Pave,Reg,AllPub,1.5Fin,4,7,Gable,TA,BrkTil,Fa,0,None,WD,Normal,96500
751,752,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,162000
752,753,20,RL,Pave,IR1,AllPub,1Story,6,5,Gable,Gd,PConc,TA,2,None,WD,Normal,217000
753,754,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,275500
754,755,20,RL,Pave,Reg,AllPub,1Story,6,8,Gable,TA,CBlock,TA,2,None,WD,Normal,156000
755,756,160,FV,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,172500
756,757,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,212000
757,758,60,RL,Pave,IR1,AllPub,2Story,6,5,Hip,TA,CBlock,TA,2,GdPrv,WD,Abnorml,158900
758,759,160,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,179400
759,760,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,290000
760,761,20,RL,Pave,Reg,AllPub,1Story,6,6,Hip,TA,CBlock,TA,1,None,WD,Normal,127500
761,762,30,RM,Pave,Reg,AllPub,1Story,5,5,Gable,TA,PConc,TA,2,None,WD,Normal,100000
762,763,60,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,Con,Normal,215200
763,764,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,337000
764,765,120,RL,Pave,IR1,AllPub,1Story,8,5,Hip,Gd,PConc,Gd,2,None,WD,Normal,270000
765,766,20,RL,Pave,IR1,AllPub,1Story,9,5,Gable,TA,PConc,TA,2,None,New,Partial,264132
766,767,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,196500
767,768,50,RL,Pave,IR1,AllPub,1.5Fin,6,7,Gable,TA,CBlock,TA,1,None,WD,Normal,160000
768,769,20,RL,Pave,Reg,AllPub,1Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,216837
769,770,60,RL,Pave,IR2,AllPub,2Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal,538000
770,771,85,RL,Pave,IR1,AllPub,SFoyer,5,5,Hip,TA,CBlock,TA,2,None,WD,Normal,134900
771,772,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,CBlock,Fa,2,None,COD,Normal,102000
772,773,80,RL,Pave,Reg,AllPub,SLvl,6,5,Gable,TA,CBlock,TA,2,MnPrv,WD,Abnorml,107000
773,774,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,COD,Normal,114500
774,775,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,New,Partial,395000
775,776,120,RM,Pave,Reg,AllPub,1Story,6,5,Hip,TA,PConc,TA,2,None,WD,Normal,162000
776,777,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,3,None,New,Partial,221500
777,778,20,RL,Pave,IR1,AllPub,1Story,5,5,Hip,TA,CBlock,TA,2,MnPrv,WD,Normal,142500
778,779,90,RH,Pave,Reg,AllPub,1Story,5,5,Gable,TA,Slab,None,2,None,WD,Normal,144000
779,780,90,RL,Pave,Reg,AllPub,SFoyer,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,135000
780,781,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,Gd,2,None,WD,Normal,176000
781,782,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,Gd,PConc,TA,2,None,WD,Normal,175900
782,783,20,RL,Pave,IR2,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,187100
783,784,85,RL,Pave,IR1,AllPub,SFoyer,5,6,Gable,Gd,PConc,TA,2,None,WD,Normal,165500
784,785,75,RM,Pave,Reg,AllPub,2.5Unf,6,6,Gable,TA,CBlock,TA,0,None,WD,Normal,128000
785,786,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,161500
786,787,50,RM,Pave,Reg,AllPub,1.5Fin,5,6,Gable,Gd,PConc,TA,1,None,WD,Normal,139000
787,788,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,233000
788,789,20,RM,Pave,Reg,AllPub,1Story,4,7,Gable,TA,CBlock,TA,1,None,WD,Normal,107900
789,790,60,RL,Pave,IR1,AllPub,2Story,6,8,Gable,TA,CBlock,Fa,2,None,WD,Normal,187500
790,791,120,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,160200
791,792,80,RL,Pave,IR1,AllPub,SLvl,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,146800
792,793,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,269790
793,794,20,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,New,Partial,225000
794,795,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,194500
795,796,60,RL,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,171000
796,797,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,143500
797,798,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,WD,Abnorml,110000
798,799,60,RL,Pave,Reg,AllPub,2Story,9,5,Hip,TA,PConc,TA,3,None,New,Partial,485000
799,800,50,RL,Pave,Reg,AllPub,1.5Fin,5,7,Gable,TA,BrkTil,TA,1,MnPrv,WD,Normal,175000
800,801,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,200000
801,802,30,RM,Pave,Reg,AllPub,1Story,4,7,Gable,TA,CBlock,TA,2,None,WD,Normal,109900
802,803,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,189000
803,804,60,RL,Pave,Reg,AllPub,2Story,9,5,Hip,TA,PConc,TA,3,None,New,Partial,582933
804,805,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,GdWo,WD,Family,118000
805,806,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,227680
806,807,80,RL,Pave,Reg,AllPub,SLvl,5,5,Gable,TA,PConc,TA,1,None,WD,Normal,135500
807,808,70,RL,Pave,Reg,AllPub,2Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal,223500
808,809,80,RL,Pave,Reg,AllPub,SLvl,5,5,Gable,TA,CBlock,TA,2,GdWo,WD,Normal,159950
809,810,75,RM,Pave,Reg,AllPub,2.5Unf,5,5,Hip,TA,PConc,TA,2,MnPrv,WD,Normal,106000
810,811,20,RL,Pave,Reg,AllPub,1Story,6,6,Hip,TA,CBlock,TA,2,GdPrv,WD,Normal,181000
811,812,120,RM,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,ConLD,Normal,144500
812,813,20,C (all),Grvl,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,2,None,WD,Alloca,55993
813,814,20,RL,Pave,Reg,AllPub,1Story,6,6,Gable,TA,CBlock,TA,1,None,COD,Normal,157900
814,815,50,RL,Pave,Reg,AllPub,1.5Fin,5,7,Gable,TA,BrkTil,TA,1,None,WD,Normal,116000
815,816,20,RL,Pave,IR2,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,224900
816,817,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,None,WD,Normal,137000
817,818,20,RL,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal,271000
818,819,80,RL,Pave,Reg,AllPub,SLvl,6,7,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,155000
819,820,120,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,224000
820,821,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,183000
821,822,20,RM,Pave,Reg,AllPub,1Story,4,4,Gable,TA,CBlock,TA,2,None,WD,Normal,93000
822,823,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Family,225000
823,824,50,RL,Pave,Reg,AllPub,1.5Fin,6,7,Gable,TA,BrkTil,TA,1,GdWo,WD,Normal,139500
824,825,20,FV,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,Gd,2,None,New,Partial,232600
825,826,20,RL,Pave,Reg,AllPub,1Story,10,5,Hip,TA,PConc,TA,3,None,New,Partial,385000
826,827,45,RM,Pave,Reg,AllPub,1.5Unf,5,6,Gable,TA,BrkTil,TA,0,None,WD,Normal,109500
827,828,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,189000
828,829,60,RL,Pave,IR2,AllPub,2Story,5,5,Flat,TA,PConc,Gd,2,None,WD,Abnorml,185000
829,830,160,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,147400
830,831,20,RL,Pave,IR1,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,166000
831,832,160,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,151000
832,833,60,RL,Pave,IR1,AllPub,2Story,7,6,Gable,TA,PConc,TA,2,None,WD,Normal,237000
833,834,20,RL,Pave,Reg,AllPub,1Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,167000
834,835,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,GdWo,WD,Normal,139950
835,836,20,RL,Pave,Reg,AllPub,1Story,4,7,Gable,TA,CBlock,TA,2,None,WD,Normal,128000
836,837,30,RM,Pave,Reg,AllPub,1Story,5,6,Gable,TA,BrkTil,TA,2,GdWo,COD,Normal,153500
837,838,160,RM,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,1,None,WD,Normal,100000
838,839,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,PConc,TA,1,None,WD,Normal,144000
839,840,50,RL,Pave,Reg,AllPub,1.5Fin,5,6,Gable,TA,CBlock,TA,1,None,WD,Normal,130500
840,841,70,RH,Pave,IR1,AllPub,2Story,6,8,Gable,TA,BrkTil,TA,1,None,WD,Normal,140000
841,842,70,RM,Pave,Reg,AllPub,2Story,5,8,Gable,TA,PConc,TA,2,None,WD,Normal,157500
842,843,80,RL,Pave,Reg,AllPub,SLvl,6,7,Gable,TA,CBlock,TA,2,GdPrv,WD,Normal,174900
843,844,90,RL,Pave,Reg,AllPub,1Story,5,4,Gable,TA,CBlock,TA,0,None,WD,Normal,141000
844,845,50,RM,Pave,IR1,AllPub,1.5Fin,5,8,Gable,TA,BrkTil,TA,3,None,WD,Normal,153900
845,846,85,RL,Pave,IR1,AllPub,SFoyer,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,171000
846,847,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,213000
847,848,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,None,WD,Normal,133500
848,849,50,RL,Pave,IR2,AllPub,1.5Fin,6,8,Gable,TA,BrkTil,TA,2,None,WD,Normal,240000
849,850,80,RL,Pave,Reg,AllPub,SLvl,6,7,Hip,Gd,CBlock,TA,2,None,WD,Normal,187000
850,851,120,RM,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,131500
851,852,120,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,215000
852,853,75,RL,Pave,Reg,AllPub,2.5Unf,7,5,Gable,Gd,CBlock,TA,1,MnPrv,WD,Normal,164000
853,854,80,RL,Pave,IR1,AllPub,SLvl,6,6,Gable,Gd,CBlock,TA,2,MnPrv,WD,Normal,158000
854,855,20,RL,Pave,Reg,AllPub,1Story,5,4,Hip,TA,CBlock,TA,2,None,WD,Abnorml,170000
855,856,20,RL,Pave,IR1,AllPub,1Story,5,8,Gable,Gd,CBlock,TA,1,None,WD,Normal,127000
856,857,80,RL,Pave,IR1,AllPub,SLvl,6,6,Gable,TA,CBlock,Gd,2,MnPrv,WD,Normal,147000
857,858,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,174000
858,859,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,CBlock,TA,2,MnPrv,WD,Family,152000
859,860,60,RL,Pave,IR1,AllPub,2Story,6,7,Gable,TA,CBlock,TA,2,None,WD,Normal,250000
860,861,50,RL,Pave,Reg,AllPub,1.5Fin,7,8,Gable,TA,BrkTil,TA,1,GdPrv,WD,Normal,189950
861,862,190,RL,Pave,Reg,AllPub,1Story,5,4,Hip,TA,PConc,TA,2,None,WD,Normal,131500
862,863,20,RL,Pave,Reg,AllPub,1Story,6,5,Hip,TA,PConc,TA,2,GdPrv,WD,Normal,152000
863,864,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,1,GdPrv,WD,Normal,132500
864,865,20,FV,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,250580
865,866,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,148500
866,867,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,New,Partial,248900
867,868,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,CBlock,TA,2,None,WD,Normal,129000
868,869,60,RL,Pave,IR2,AllPub,2Story,5,6,Gable,TA,Slab,None,2,None,WD,Normal,169000
869,870,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,GdPrv,WD,Normal,236000
870,871,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,1,None,WD,Normal,109500
871,872,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,200500
872,873,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,Stone,TA,2,GdWo,WD,Normal,116000
873,874,40,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal,133000
874,875,50,RM,Pave,Reg,AllPub,1.5Fin,5,6,Gable,TA,CBlock,TA,1,None,WD,Abnorml,66500
875,876,60,FV,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,New,Partial,303477
876,877,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,PConc,TA,2,None,WD,Normal,132250
877,878,60,RL,Pave,Reg,AllPub,2Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal,350000
878,879,85,RL,Pave,IR1,AllPub,SFoyer,5,7,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,148000
879,880,20,RL,Pave,IR1,AllPub,1Story,5,8,Gable,Gd,CBlock,TA,1,GdWo,WD,Normal,136500
880,881,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,PConc,Gd,2,None,WD,Normal,157000
881,882,50,RL,Pave,IR1,AllPub,1.5Fin,7,5,Gable,Gd,CBlock,TA,2,None,WD,Normal,187500
882,883,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,MnPrv,WD,Normal,178000
883,884,75,RL,Pave,Reg,AllPub,2.5Fin,4,5,Gable,TA,PConc,Fa,1,None,WD,Normal,118500
884,885,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,GdWo,WD,Normal,100000
885,886,120,FV,Pave,IR1,AllPub,1Story,9,5,Gable,TA,PConc,TA,2,None,CWD,Abnorml,328900
886,887,90,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Family,145000
887,888,50,RL,Pave,IR1,AllPub,1.5Fin,5,7,Gable,Gd,PConc,TA,1,None,WD,Normal,135500
888,889,20,RL,Pave,IR1,AllPub,1Story,8,6,Flat,Gd,PConc,Gd,2,None,WD,Normal,268000
889,890,20,RL,Pave,Reg,AllPub,1Story,6,4,Hip,TA,CBlock,TA,2,None,WD,Normal,149500
890,891,50,RL,Pave,Reg,AllPub,1.5Fin,5,7,Gable,Gd,CBlock,TA,2,MnPrv,WD,Normal,122900
891,892,60,RL,Pave,Reg,AllPub,2Story,6,5,Hip,TA,CBlock,TA,2,None,WD,Normal,172500
892,893,20,RL,Pave,Reg,AllPub,1Story,6,8,Hip,TA,CBlock,TA,1,MnPrv,WD,Normal,154500
893,894,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,PConc,TA,1,GdPrv,WD,Normal,165000
894,895,90,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,Slab,None,2,None,WD,Alloca,118858
895,896,60,RL,Pave,Reg,AllPub,2Story,6,5,Hip,TA,CBlock,TA,2,None,WD,Normal,140000
896,897,30,RM,Pave,Reg,AllPub,1Story,4,6,Gable,TA,BrkTil,TA,1,None,WD,Abnorml,106500
897,898,90,RL,Pave,Reg,AllPub,2Story,5,5,Gable,TA,Slab,None,2,None,WD,Alloca,142953
898,899,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,New,Partial,611657
899,900,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal,135000
900,901,20,RL,Pave,IR1,AllPub,1Story,4,6,Gable,TA,CBlock,TA,1,None,WD,Normal,110000
901,902,20,RL,Pave,IR1,AllPub,1Story,5,7,Hip,Gd,CBlock,TA,1,None,WD,Normal,153000
902,903,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,180000
903,904,20,RL,Pave,IR1,AllPub,1Story,7,5,Hip,TA,PConc,TA,3,None,New,Partial,240000
904,905,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,125500
905,906,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,128000
906,907,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,255000
907,908,50,RL,Pave,IR1,AllPub,1.5Fin,7,7,Gable,TA,CBlock,TA,1,None,WD,Normal,250000
908,909,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,131000
909,910,60,RL,Pave,IR2,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,174000
910,911,90,RL,Pave,Reg,AllPub,2Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,154300
911,912,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,TA,CBlock,Gd,1,None,WD,Normal,143500
912,913,30,RM,Pave,Reg,AllPub,1Story,5,7,Gable,TA,BrkTil,TA,1,MnPrv,WD,Abnorml,88000
913,914,90,RH,Pave,Reg,AllPub,2Story,5,6,Gable,TA,CBlock,TA,3,None,WD,Normal,145000
914,915,160,FV,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,New,Partial,173733
915,916,160,RM,Pave,Reg,AllPub,2Story,4,5,Gable,TA,CBlock,TA,1,None,WD,Normal,75000
916,917,20,C (all),Pave,Reg,AllPub,1Story,2,3,Gable,TA,CBlock,TA,1,None,WD,Abnorml,35311
917,918,20,RL,Pave,Reg,AllPub,1Story,4,6,Gable,TA,CBlock,TA,1,None,WD,Normal,135000
918,919,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,3,GdPrv,WD,Normal,238000
919,920,20,RL,Pave,IR1,AllPub,1Story,6,8,Hip,TA,CBlock,TA,2,None,WD,Normal,176500
920,921,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,Gd,PConc,Gd,2,None,WD,Normal,201000
